source,target
Just then the nurse returned., الممرضة دخلت في الوقت ده. 
"Night had fallen very quickly; all of a sudden, it seemed, the sky went black above the skylight.", والليل هجم مرة واحدة. وسواده خيم بسرعة جدا على السقف الإزاز. 
" The keeper switched on the lamps, and I was almost blinded by the blaze of light", البواب داس على مفتاح النور م عليا أدخل أوضة فعنيا إتعميت من الضوء إللي غرقنا فجأة. 
"He suggested I should go to the refectory for dinner, but I wasn't hungry", وعزم عليا أدخل أوضة الأكل عشان أتعشى لكن أنا ماكنتش جعان.
Then he proposed bringing me a mug of cafe au lait,فعرض عليا إنه يجبلي فنجان قهوة باللبن.
"As I am very partial to cafe au lait I said, ""Thanks,"" and a few minutes later he came back with a tray",وبما إن بحب أوي القهوة باللبن، فوافقت ورجع بعد شويه ومعاه صينية.
"I drank the coffee, and then I wanted a cigarette.",وشربت. وحسيت ساعتها إن أنا عايز أدخن.
"But I wasn't sure if I should smoke, under the circumstances — in Mother's presence",لكن إترددت عشان ماكنتش عارف إذا كنت ممكن أعمل كده أودام ماما ولا لأ.
"I thought it over; really, it didn't seem to matter, so I offered the keeper a cigarette, and we both smoked",ففكرت ولقيت إن ده موضوع مالوش أي أهميه. عزمت على البواب بسيجارة ودخنا سوا.
After a while he started talking again,في لحظة قالي:
"You know, your mother's friends will be coming soon, to keep vigil with you beside the body",حضرتك عارف، أصحاب المدام والدتك هما كمان هيجو يسهرو جنبها.
"We always have a 'vigil' here, when anyone dies. ",هي دي العادة. 
I'd better go and get some chairs and a pot of black coffee. ,لازم أروح أجيب كراسي وقهوة سادة.
"The glare off the white walls was making my eyes smart, and I asked him if he couldn't turn off one of the lamps.",وسألته لو ممكن نطفي لمبه من اللي منورين. عشان إنعكاس الضوء على الحيطان كان تاعبني.
"""Nothing doing,"" he said",فقالي إن ده ماكنش ممكن.
They'd arranged the lights like that; either one had them all on or none at all.,الكهربا كانت معموله بالشكل ده: ياينور كله يامفيش.
After that I didn't pay much more attention to him.,وبعدها مهتمتش بيه أوي تاني.
"He went out, brought some chairs, and set them out round the coffin. On one he placed a coffeepot and ten or a dozen cups.",وخرج ورجع وبص للكراسي. وعلى كرسي منهم رص شوية فناجين حوالين أبريق قهوة.
"Then he sat down facing me, on the far side of Mother.",وبعدها قعد قدامي، على الناحية التانيه من ماما.
" The nurse was at the other end of the room, with her back to me.",والممرضة كمان كانت موجودة في أخر الأوضة وديانا ضهرها.
"I couldn't see what she was doing, but by the way her arms moved I guessed that she was knitting.",فماكنتش شايف هي بتعمل إيه. لكن قدرت أخمن إنها بتشتغل تريكو من حركة دراعتها.
" I was feeling very comfortable; the coffee had warmed me up, and through the open door came scents of flowers and breaths of cool night air.",والجو كان لطيف والقهوة دفتني وريحة اللي والورد كانت داخله من الباب المفتوح.
 I think I dozed off for a while.,وأظن إني غفلت شوية.
I was wakened by an odd rustling in my ears.,صوت إحتكاك هو إللي صحاني.
"After having had my eyes closed, I had a feeling that the light had grown even stronger than before.",وعشان كنت مغمض عينيا، لما فتحتهم حسيت إن بياض الأوضة كان منور أكتر.
" There wasn't a trace of shadow anywhere, and every object, each curve or angle, seemed to score its outline on one's eyes.",وماكانش فيه أي خیال قدامي، وكل حاجة، وكل ركن، والزوايا كلها كانت مرسومة بنقاء يجرح العينين. 
"The old people, Mother's friends, were coming in.",وأصحاب ماما دخلو في الوقت ده. 
"I counted ten in all, gliding almost soundlessly through the bleak white glare.",وكانو كلهم على بعضهم عشرة. وكانو بيتسحبو من سكات في النور ده إللي بيعمي. 
None of the chairs creaked when they sat down.,وقعدو من غير ما ولا كرسي يزيق. 
Never in my life had I seen anyone so clearly as I saw these people; not a detail of their clothes or features escaped me.,أنا عمري ماشفت حد بوضوح زي ما أنا شفتهم كده. ومافاتتنيش ولا تفصيلة من وشوشهم أو لبسهم. 
"And yet I couldn't hear them, and it was hard to believe they really existed",وبالرغم من كده ماكنتش سامعهم وكان صعب عليا إن أنا أصدق إنهم موجودين في الحقيقة. 
"Nearly all the women wore aprons, and the strings drawn tight round their waists made their big stomachs bulge still more.",وتقريبا الستات كلهم كانو لابسين مريلة، والشريط اللي كان مشدود على وسطهم كان مبيين أكثر بطنهم المنفوخة. 
I'd never yet noticed what big paunches old women usually have.,وماكنتش لاحظت قبل كده أبدا لأي درجة الستات العواجيز ممكن يبقى عندهم بطن. 
" Most of the men, however, were as thin as rakes, and they all carried sticks.",والرجالة كانو تقريبا كلهم رفيعين أوي وماسكين عصيان. 
"What struck me most about their faces was that one couldn't see their eyes, only a dull glow in a sort of nest of wrinkles.",الحاجة إللي صدمتني في وشهم، هي إني ماكنتش شايف عينهم، لكن كنت شايف بس ضوء من غير لمعة في وسط عش من التجاعيد. 
"On sitting down, they looked at me, and wagged their heads awkwardly, their lips sucked in between their toothless gums. ", ولما قعدو، معظمهم بصولي وهزو راسهم بإحراج، وبقهم إللي ماكانش فاضل فيه أسنان كان واکل شفايفہم کلها. 
"I couldn't decide if they were greeting me and trying to say something, or if it was due to some infirmity of age.",وماكنتش قادر أعرف إذا كانو بيسلمو عليا ولا دي مجرد تشنجات. 
"I inclined to think that they were greeting me, after their fashion, but it had a queer effect, seeing all those old fellows grouped round the keeper, solemnly eying me and dandling their heads from side to side.",وبارجح إنهم كانو بيسلمو عليا. ولاحظت في اللحظة دي إنهم كلهم كانو قاعدين قدامي بيهزو راسهم حوالين البواب. 
For a moment I had an absurd impression that they had come to sit in judgment on me.,وجالي للحظة إحساس عبيط إنهم كانو هنا عشان يحاكموني. 
A few minutes later one of the women started weeping.,بعدها بشوية صغيرة، واحدة ست إبتديت تعيط. 
She was in the second row and I couldn't see her face because of another woman in front.,كانت في الصف التاني، وكانت مستخبية ورا واحدة من زمايلها وماكنتش شايفها كويس. 
At regular intervals she emitted a little choking sob; one had a feeling she would never stop,وكانت بتعيط بصرخات قصيرة منتظمة: وكان بيتهيألي إنها مش هتبطل عياط أبدا. 
The others didn't seem to notice.,والباقيين كان شكلهم كأنهم مش سامعينها. 
"They sat in silence, slumped in their chairs, staring at the coffin or at their walking sticks or any object just in front of them, and never took their eyes off it.",وكانو مطفيين وحزانى وساكتين. وكانو بيبصو على الكفن أو على العصاية بتاعتهم أو على أي حاجة، لكن ماكانوش بيشيلو عينهم من على الحاجة إلي بيبصو عليها. 
And still the woman sobbed.,والست كانت لسه بتعيط.
"I was rather surprised, as I didn't know who she was.",وكنت مستغرب جدا لإني ماكنتش أعرفها. 
"I wanted her to stop crying, but dared not speak to her",وماكنتش عايز أسمعها ثاني. وبالرغم من كده ماكانش عندي الجرأة إني أقولها كده. 
"After a while the keeper bent toward her and whispered in her ear; but she merely shook her head, mumbled something I couldn't catch, and went on sobbing as steadily as before.",واليواب ميل عليها، وكلمها، لكن هي هزت راسها، وبرطمت بكلمتين، وكملت عياط بنفس الإنتظام. 
The keeper got up and moved his chair beside mine,ساعتها البواب جه جنبي. وقعد قريب مني. 
"At first he kept silent; then, without looking at me, he explained",وقعد وقت طويل نسبيا، بلغني من غير ما يبصلي :
She was devoted to your mother.,هي كانت مرتبطة جدا بالمدام والدة حضرتك. 
"She says your mother was her only friend in the world, and now she's all alone.",بتقول إنها كانت صاحبتها الوحيدة هنا ودلوقتي مابقاش ليها حد. 
"I had nothing to say, and the silence lasted quite a while",فضلنا قاعدين كده مدة طويلة. 
" Presently the woman's sighs and sobs became less frequent, and, after blowing her nose and snuffling for.",والتنهيدات والآهات بتوع الست بقو أقل. وكانت بتشن كتير. 
"Some minutes, she, too, fell silent.",وأخيرا سكتت. 
"I'd ceased feeling sleepy, but I was very tired and my legs were aching badly.",أما أنا، فمابقاش كايس عليا النوم خلاص، لكن كنت تعبان والرجلي كانت وجعاني. 
And now I realized that the silence of these people was telling on my nerves.,وفي الوقت ده، إللي كان تاعبني هو سكوت الناس دي كلها. 
"The only sound was a rather queer one; it came only now and then, and at first I was puzzled by it.",وكنت باسمع صوت غريب من وقت للتاني وماكنتش قادر أفهم ده كان إيه. 
"However, after listening attentively, I guessed what it was; the old men were sucking at the insides of their cheeks, and this caused the odd, wheezing noises that had mystified me.",بعد مدة طويلة، قدرت أخمن إن بين العواجيز كان فيه كام واحد بيمص خدوده من جوه وبيطلع الطقطقة العجيبة دي. 
They were so much absorbed in their thoughts that they didn't know what they were up to.,وماكانوش واخدين بالهم من اللي بيعملوه من كتر ما كانو غارقانين في أفكارهم. 
I even had an impression that the dead body in their midst meant nothing at all to them., أنا حتى كان بيتهيألي إن الست الميتة في وسطهم دي ماكانش ليها أي أهمية في نظرهم. 
 But now I suspect that I was mistaken about this,لكن دلوقتي أنا باعتقد إن ده كان إنطباع غلط. 
"We all drank the coffee, which the keeper handed round",شربنا كلنا القهوة إللي قدمها البواب.
" After that, I can't remember much; somehow the night went by.",وبعد كده مش فاكر إللي حصل. وعدى الليل. 
"I can recall only one moment; I had opened my eyes and I saw the old men sleeping hunched up on their chairs, with one exception. Resting his chin on his hands clasped round his stick, he was staring hard at me, as if he had been waiting for me to wake.",أنا فاكر إن أنا فتحت عينيا في لحظة وشفت العواجيز نايمين متكومين على بعض، ماعدا واحد بس، كان ساند دقنه على ضهر إيديه وقافش بيهم على العصاية بتاعته، وبيبصلي بتركيز كأنه مش مستني حاجة غير إني أصحى. 
Then I fell asleep again,وبعدها نمت تاني. 
"I woke up after a bit, because the ache in my legs had developed into a sort of cramp.",وصحيت عشان وجع الكلى كان بيزيد أكثر وأكثر. 
There was a glimmer of dawn above the skylight.,النهار إبتدى يتسحب على السقف الإزاز. 
A minute or two later one of the old men woke up and coughed repeatedly.,بعدها بشوية صغيرين، واحد من العواجيز صحي وقعد يكح كثير. 
"He spat into a big check handkerchief, and each time he spat it sounded as if he were retching.",وقعد يتف في منديل كاروهات كبير، وكل تفة من دول كانت كأن روحه هتطلع معاها. 
"This woke the others, and the keeper told them it was time to make a move.",فصحى الباقيين والبواب قال إنهم لازم يمشو. 
They all got up at once., فقامو. 
"Their faces were ashen gray after the long, uneasy vigil",ووشوشهم كانت عاملة زي الرماد بعد السهرة المتعبة دي. 
"To my surprise each of them shook hands with me, as though this night together, in which we hadn't exchanged a word, had created a kind of intimacy between us.",ودهشتي كانت كبيرة وهما خارجين، لما كلهم إتكو على إيدي وهما بيسلمو عليا، وزي ماتكون الليلة دي - إللي قضيناها من غير ما نتكلم ولا كلمة - زودت درجة قربنا من بعض. 
I was quite done in.,كنت تعبان. 
" The keeper took me to his room, and I tidied myself up a bit",والبواب وصلني لحد أوضته وقدرت أهندم نفسي شوية. 
"He gave me some more ""white"" coffee, and it seemed to do me good.",وشربت تاني قهوة باللبن وكانت حلوة أوي. 
"When I went out, the sun was up and the sky mottled red above the hills between Marengo and the sea.",ولما خرجت، النهار كان طلع على الأخر. وفوق التلال إللي بتفصل مارنجو عن البحر، السما كانت مليانة بلون أحمر. 
A morning breeze was blowing and it had a pleasant salty tang.,والهوا إللي كان بيعدي من فوقيها كان بيجيب معاه ريحة ملح لحد هنا. 
There was the promise of a very fine day.,وكان يوم جميل بيجهز. 
"I hadn't been in the country for ages, and I caught myself thinking what an agreeable walk I could have had, if it hadn't been for Mother.",أخر مرة روحت فيها الريف كانت من مدة طويلة وحسيت قد إيه كنت ممكن أستمتع وأنا باتفسح لو ماكانش فيه موضوع ماما ده. 
"As it was, I waited in the courtyard, under a plane tree.",لكن أنا إستليت في الحوش، تحت شجرة دلب. 
 I sniffed the smells of the cool earth and found I wasn't sleepy any more.,وكنت شامم ريحة الأرض المندية ومابقاش كابس عليا الدوم خلاص. 
Then I thought of the other fellows in the office.,وفكرت في زمايلي بنوع المكتب. 
"At this hour they'd be getting up, preparing to go to work; for me this was always the worst hour of the day.",كانو بيصحو الساعادي عشان يروحو الشغل: ودي كانت دايما بالنسبالي أصعب ساعة. 
"I went on thinking, like this, for ten minutes or so; then the sound of a bell inside the building attracted my attention.",وفكرت شوية كمان في الحاجات دي، لكن شتتني جرس كان بيرن من جوة المباني. 
I could see movements behind the windows; then all was calm again.,وكان فيه هيصة ورا الشبابيك، وبعدين كل حاجة هديت. 
The sun had risen a little higher and was beginning to warm my feet.,والشمس عليت شوية كمان في السما وبدأت تدفي رجليا.
The keeper came across the yard and said the warden wished to see me.,والبواب عدى الحوش وقالي إن المدير عايزني.
I went to his office and he got me to sign some document.,فروحتله المكتب. خلاني أمضي على شوية مستندات. 
"I noticed that he was in blacak, with pin-stripe trousers",واخدت بالي إنه كان لابس إسود وبنطالون مقلم. 
He picked up the telephone receiver and looked at me.,ومسك التليفون في إيده وسألني :
"The undertaker's men arrived some moments ago, and they will be going to the mortuary to screw down the coffin.",عمال الدفن هنا بقالهم شوية. هاطلب منهم ييجو يقفلو النعش. 
"Shall I tell them to wait, for you to have a last glimpse of your mother? ",حضرتك تحب تشوف والدتك مرة أخيرة قبلها ؟ 
"No, I said.",وقلت لأ. 
"He spoke into the receiver, lowering his voice",فإدى أوامره في التليفون وهو موطي صوته:
"That's all right, Figeac. Tell the men to go there now.",فيچاك، قول للرجالة إنهم يقدرو يروحو. 
"He then informed me that he was going to attend the funeral, and I thanked him.",بعدها قالي إنه هيحضر الدفن وشكرته. 
"Sitting down behind his desk, he crossed his short legs and leaned back.",وقعد ورا مكتبه وحط رجليه القصيرين على بعض. 
"Besides the nurse on duty, he told me, he and I would be the only mourners at the funeral.",ونبهني إن أنا وهو هنكون لوحدنا مع الممرضة إللي في الخدمة. 
"It was a rule of the Home that inmates shouldn't attend funerals, though there was no objection to letting some of them sit up beside the coffin, the night before. It's for their own sakes,"" he explained, ""to spare their feelings",عشان المفروض إن النزلا مايحضروش الدفن. بيسيبوهم يقضو الليلة الأخيرة بس وقال إن في رأيه: دي مسألة إنسانية. 
But in this particular instance I've given permission to an old friend of your mother to come with us. His name is Thomas Perez.,"لكن في الحالة دي، وافق يدي الإذن لصديق قديم لماما بإنه يمشي في الجنازة وكان إسمه : ""توما پيريز"". "
The warden smiled.,وفي الوقت ده المدير إبتسم. وقالي:
It's a rather touching little story in its way.,حضرتك فاهم، ده شعور طفولي شوية.
 He and your mother had become almost inseparable,لكن هو ووالدة حضرتك ماكانوش بيفترقو أبدا. 
The other old people used to tease Perez about having a fiancee,"وكانو بيهزرو معاهم في الدار وكانو بيقولو ليوريز : ""دي خطيبتك."" "
He'd turn it with a laugh.,وهو كان بيضحك. 
"It was a standing joke, in fact.",الموضوع ده كان بيبسطهم. 
"So, as you can guess, he feels very badly about your mother's death.",وفي الواقع إن موت مدام مورسو أثر فيه جامد. 
I thought I couldn't decently refuse him permission to attend the funeral.,ماعتقدش إني كنت المفروض أرفض أديله الإذن. 
"But, on our medical officer's advice, I forbade him to sit up beside the body last night.",لكن أنا منعته يقضي الليلة جلها إمبارح بناء على نصيحة الدكتور. 
For some time we sat there without speaking.,فضلنا ساكتين وقت طويل. 
Then the warden got up and went to the window,والمدير وقف وبص من شباك مكتبه. 
"Presently he said: ""Ah, there's the padre from Marengo. He's a bit ahead of time.""","في الوقت ده، قال وهو باصص: ""أهو كاهن مارنجو فعلا. وصل بدري."" "
"He warned me that it would take us a good three quarters of an hour, walking to the church, which was in the village",ونبهني إننا هنحتاج على الأقل تلت تربع ساعة مشي عشان نروح الكنيسة إللي في نفس القرية. 
Then we went downstairs,ونزلنا. 
The priest was waiting just outside the mortuary door.,والكاهن كان واقف قدام المبنى ومعاه إثنين من أطفال الكورال. 
"With him were two acolytes, one of whom had a censer. The priest was stooping over him, adjusting the length of the silver chain on which it hung.",واحد منهم كان ماسك مبخرة والقسيس وطى ناحيته عشان يظبط طول السلسلة الفضة. 
"When he saw us he straightened up and said a few words to me, addressing me as, ""My son.""","ولما وصلنا القسيس قام. وناداني وقال: ""يا إبني"" وقالي كام كلمة. "
Then he led the way into the mortuary.,ودخل وأنا مشيت وراه. 
I noticed at once that four men in black were standing behind the coffin and the screws in the lid had now been driven home,شفت فجأة إن مسامير النعش إتربطت وإنه كان واقف في الأوضة أربع رجالة سود. 
"At the same moment I heard the warden remark that the hearse had arrived, and the priest starting his prayers.",وفي نفس الوقت، سمعت المدير بيقولي إن العربية كانت مستنية على الطريق وسمعت القسيس بدأ صلواته. 
Then everybody made a move.,ومن اللحظة دي كل حاجة مشيت بسرعة جدا. 
"Holding a strip of black cloth, the four men approached the coffin, while the priest, the boys, and myself filed out.",الرجالة إتقدمو ناحية النعش ومعاهم غطا. واحنا خرجنا أنا والقسيس واللي معاه والمدير. 
"A lady I hadn't seen before was standing by the door. ""This is Monsieur Meursault,"" the warden said to her.","كان فيه واحدة ست قدام الباب أنا ماعرفهاش والمدير قالها: ""مسيو مورسو"". "
"I didn't catch her name, but I gathered she was a nursing sister attached to the Home.",أنا ماسمعتش إسم الست دي لكن فهمت بس إنها كانت ممرضة منتدبة. 
"When I was introduced, she bowed, without the trace of a smile on her long, gaunt face. ",ومبلت وشها الطويل المعضم من غير إبتسامة. 
"We stood aside from the doorway to let the coffin by; then, following the bearers down a corridor, we came to the front entrance, where a hearse was waiting.",وبعدها إترصينا عشان نسيب مكان للجثمان يعدي. ومشينا ورا الشيالين وخرجنا من الدار. العربية كانت قدام الباب. 
"Oblong, glossy, varnished black all over, it vaguely reminded me of the pen trays in the office.", ومستطيلة وبتبرق، كانت بتفكرني بالمقلمة. 
"Beside the hearse stood a quaintly dressed little-man, whose duty it was, I understood, to supervise the funeral, as a sort of master of ceremonies. Near him, looking constrained, almost bashful, was old M Perez, my mother's special friend.",وكان واقف جنبها منظم الجنازة، كان راجل قصير بهدوم مضحكة، وواقف واحد عجوز شكله. كان لابس برنيطة فيه حاجة مصطنعة. فهمت إنه ده كان مسيو پيريز. 
"He wore a soft felt hat with a pudding-basin crown and a very wide brim — he whisked it off the moment the coffin emerged from the doorway — trousers that concertina'd on his shoes, a black tie much too small for his high white double collar Under a bulbous, pimply nose, his lips were trembling.",كان لابس برنيطة طرية، مدورة من النص وبجناب عريضة (قلعها لما النعش خرج من الباب)، وكان لابس بدلة، البنطلون بتاعها نازل لافف على الجزمة وبابيون سودة صغيرة أوي على قميصه أبو ياقة بيضة عريضة شفايفه كانت بترتعش تحت مناخيره إللي مليانة روس سودة. 
"But what caught my attention most was his ears; pendulous, scarlet ears that showed up like blobs of sealing wax on the pallor of his cheeks and were framed in wisps of silky white hair.",وشعره كان أبيض ناعم لحد بعيد وكان مبين ودان غريبة مدلدلة وشكلها مش مظبوط، وصدمني لونها الأحمر إللي زي الدم في وشه الباهت. 
"The undertaker's factotum shepherded us to our places, with the priest in front of the hearse, and the four men in black on each side of it.",والمنظم وقفنا في الأماكن بتاعتنا. الكاهن كان ماشي قدام وبعده العربية. وحواليها الرجالة الأربعة. 
"The warden and myself came next, and, bringing up the rear, old Perez and the nurse",وأنا والمدير ورا وفي الأخر الممرضة المنتدبة ومسيو پيريز قافلين الموكب. 
"The sky was already a blaze of light, and the air stoking up rapidly",الشمس كانت خلاص ملت السما. وكانت بدأت تتقل على الأرض والحرارة كانت بتعلى بسرعة. 
I couldn't imagine why we waited so long for getting under way.,ماعرفش إحنا إستنينا وقت طويل كده ليه قبل ما نبتدي نمشي. 
"I felt the first waves of heat lapping my back, and my dark suit made things worse.",كنت حران بهدومي الغامقة. 
"Old Perez, who had put on his hat, took it off again.",والراجل الكبير إللي كان لبس البرنيطة بتاعته رجع قلعها من جديد. 
I had turned slightly in his direction and was looking at him when the warden started telling me more about him.,ولما المدير كلمني عنه، لفيت ناحيته شوية وبصيتله. 
" I remember his saying that old Perez and my mother used often to have a longish stroll together in the cool of the evening; sometimes they went as far as the village, accompanied by a nurse, of course.",وقالي إن أمي ومسيو پيريز كانو بيروحو كتير يتمشو لحد القرية، وكان بيبقى معاهم ممرضة. 
"I looked at the countryside, at the long lines of cypresses sloping up toward the skyline and the hills, the hot red soil dappled with vivid green, and here and there a lonely house sharply outlined against the light — and I could understand Mother's feelings.",كنت بابص للريف حوليا. وما بين صفوف شجر السرو إللي كانو بياخدونا لتلال قريبة من السما، وما بين الأرض دي إللي لونها شوية أحمر وشوية أخضر، والبيوت إللي تتعد على الصوابع واللي متصممة ببراعة، كنت قادر أفهم ماما. 
 Evenings in these parts must be a sort of mournful solace.,الليل في البلد دي، أكيد بيبقي زي ما يكون هدنة حزينة. 
"Now, in the full glare of the morning sun, with everything shimmering in the heat haze, there was something inhuman, discouraging, about this landscape.",لكن النهارده، الشمس كانت زايدة عن حدها وخلت المنظر مش إنساني ويجيب إكتئاب. 
At last we made a move,إبتدينا نمشي. 
Only then I noticed that Perez had a slight limp,وفي الوقت ده لاحظت إن بيريز بيعرج على خفيف. 
The old chap steadily lost ground as the hearse gained speed,العربية كانت بتاخد سرعتها واحدة واحدة والمسافة ما بينها وبين العجوز كانت بتزيد. 
"One of the men beside it, too, fell back and drew level with me.", وفيه كمان واحد من الرجالة إللي كانو حوالين العربية سابها تعديه وبقى ماشي جنبى دلوقتي. 
" I was surprised to see how quickly the sun was climbing up the sky, and just then it struck me that for quite a while the air had been throbbing with the hum of insects and the rustle of grass warming up.",وكنت متفاجئ بالسرعة إللي الشمس يتطلع بيها في السما. ولاحظت إن الريف كان فعلا بقاله مدة بيدندن بغنا الحشرات وطقطقة الحشايش. 
Sweat was running down my face.,والعرق كان سايح على خدودي. 
 As I had no hat I tried to fan myself with my handkerchief.,وبما إني ماكانش معايا برنيطة، كنت باهوي على نفسي بمنديل. 
The undertaker's man turned to me and said something that I didn't catch,ساعتها عامل الدفن قالي حاجة ماسمعتهاش. 
"At that same time he wiped the crown of his head with a handkerchief that he held in his left hand, while with his right he tilted up his hat.",في نفس الوقت كان بيمسح رأسه بمنديل كان ماسكه بايده الشمال وهو رافع طرف الكاسكيتة بتاعته بإيده اليمين. 
I asked him what he'd said,"قلتله: "" نعم؟"" "
"He pointed upward, ""Sun's pretty bad today, ain't it?""","عاد كلامه وهو بيشاور على السما وقال: ""نار"". "
"""Yes,"" I said","فقلت: ""أيوة"". "
"After a while he asked: ""Is it your mother we're burying?"" ","وبعدها بشوية سألني: ""إللي هناك دي والدتك ؟"" "
"""Yes,"" I said again.","فقلت تاني: ""أيوة "". "
What was her age? ,"""كانت عجوزة؟"" "
"Well, she was getting on","فرديت: ""هو كده"""
"As a matter of fact, I didn't know exactly how old she was.",عشان ماكنتش عارف سنها بالظبط. 
After that he kept silent.,وبعدها سكت. 
"Looking back, I saw Perez limping along some fifty yards behind.",فلفيت وشفت بيريز العجوز على بعد حوالي خمسين متر ورانا. 
" He was swinging his big felt hat at arm's length, trying to make the pace",كان بيمد وهو بيطوح البرنيطة بتاعته بطرف دراعه. 
 I also had a look at the warden.,وبصيت كمان للمدير. 
"He was walking with carefully measured steps, economizing every gesture.",كان ماشي باعتزاز كبير من غير ما يعمل أي حركة مالهاش لازمة. 
"Beads of perspiration glistened on his forehead, but he didn't wipe them off.",وشوية نقط عرق كانت بتبرق على جبينه لكن ماكانش بيممسحهم. 
I had an impression that our little procession was moving slightly faster,كان بيتهيألي إن المجموعة ماشية أسرع شوية من الأول. 
"Wherever I looked I saw the same sun-drenched countryside, and the sky was so dazzling that I dared not raise my eyes.",وكان حواليا نفس الريف المنور إللي الشمس بلعاه. ولمعان السما ماكانش محتمل. 
Presently we struck a patch of freshly tarred road,وفي وقت معين، فتنا على حتة في الطريق كانت لسه متصلحة قريب. 
"A shimmer of heat played over it and one's feet squelched at each step, leaving bright black gashes.",والشمس كانت شققت الأسفلت، والرجلين كانت بتغوص فيه وبتسيب قلبه مفتوح وبيلمع. 
"In front, the coachman's glossy black hat looked like a lump of the same sticky substance, poised above the hearse.",وعلى العربية، برنيطة السواق المصنوعة من الجلد المغلي كانت كأنها معجونة في الطينة السودة دي. 
"It gave one a queer, dreamlike impression, that blue- white glare overhead and all this blackness round one: the sleek black of the hearse, the dull black of the men's clothes, and the silvery-black gashes in the road.",وكنت تايه شوية بين لون السما الأزرق في أبيض، وبين رتابة الألوان سودا دي، اللون الأسود اللزج بتاع الأسفلت المفتوح، والأسود الباهت بتاع اللبس والأسود اللميع بتاع العربية. 
"And then there were the smells, smells of hot leather and horse dung from the hearse, veined with whiffs of incense smoke. What with these and the hangover from a poor night's sleep, I found my eyes and thoughts growing blurred.",والشمس، وريحة الجلد والفضلات بتاعت العربية، وريحة الورنيش وريحة البخور، وتعب ليلة من غير نوم، كل ده كان مشوش على نظرتي وعلى أفكاري. 
"I looked back again Perez seemed very far away now, almost hidden by the heat haze; then, abruptly, he disappeared altogether.",ولفيت مرة كمان : پيريز كان باينلي بعيد أوي، ضايع وسط سحابة من الحرارة، وبعدها مالمحتوش تاني. 
"After puzzling over it for a bit, I guessed that he had turned off the road into the fields.",دورت عليه بعنيا وشفته ساب الطريق ودخل بين الحقول. 
Then I noticed that there was a bend of the road a little way ahead.,وأخدت بالي كمان إن الطريق قدامي بيلف. 
"Obviously Perez, who knew the district well, had taken a short cut, so as to catch up with us.",ففهمت إن بيريز إللي عارف البلد كويس قطع المسافة بأقصر طريق عشان يحصلنا. 
He rejoined us soon after we were round the bend; then began to lose ground again.,ولحقنا في الملف. وبعدها ضاع مننا. 
"He took another short cut and met us again farther on; in fact, this happened several times during the next half-hour.",كان دخل بين الحقول ثاني وهكذا أكثر من مرة. 
But soon I lost interest in his movements; my temples were throbbing and I could hardly drag myself along.,وأنا كنت حاسس بالدم بيضرب في دماغي. 
After that everything went with a rush; and also with such precision and matter-of- factness that I remember hardly any details.,بعد كده، كل حاجة مشبت بدرجة كبيرة من الإستعجال واليقين، وبشكل طبيعي لدرجة إني مابقيتش فاكر منها حاجة خلاص. 
Except that when we were on the outskirts of the village the nurse said something to me.,إلا حاجة واحدة بس فاكرها: في مدخل القرية، الممرضة المنتدبة كلمتني. 
Her voice took me by surprise; it didn't match her face at all; it was musical and slightly tremulous.,وكان صوتها مميز مش ماشي مع شكلها، كان صوت موسيقي وبيرتعش. 
"What she said was: ""If you go too slowly there's the risk of a heatstroke",قالتلي: لو مشينا بشويش، فيه خطر ييجيلنا ضربة شمس. 
"But, if you go too fast, you perspire, and the cold air in the church gives you a chill.",لكن لو مشينا بسرعة أوي هنعرق وفي الكنيسة هناخد برد بعد الحر. 
I saw her point; either way one was in for it.,وكان عندها حق. ماكانش فيه مخرج. 
Some other memories of the funeral have stuck in my mind,واحتفظت كمان بكام صورة من اليوم ده في دماغي
"The old boy's face, for instance, when he caught up with us for the last time, just outside the village",مثلا، وش پيريز لما لحقنا لآخر مرة قرب القرية. 
"His eyes were streaming with tears, of exhaustion or distress, or both together",الدموع الكبيرة إللي كانت بتفيض على خدوده، دموع النرفزة والحزن. 
But because of the wrinkles they couldn't flow down,لكن التجاعيد ماكانتش بتخليها تسيل. 
"They spread out, crisscrossed, and formed a smooth gloss on the old, worn face",وكانت بتتفرد وتتجمع وتكون طبقة من الماية بتلمع على وشه المتدمر. 
"And I can remember the look of the church, the villagers in the street, the red geraniums on the graves, Perez's fainting fit — he crumpled up like a rag doll — the tawny-red earth pattering on Mother's coffin, the bits of white roots mixed up with it; then more people, voices, the wait outside a cafe for the bus, the rumble of the engine, and my little thrill of pleasure when we entered the first brightly lit streets of Algiers, and I pictured myself going straight to bed and sleeping twelve hours at a stretch.", كان فيه كمان الكنيسة وأهل القرية على الرصيف، والورد الأحمر على القبور في المدافن، ولما بيريز أغم عليه (زي ما يكون عروسة لعبة مخلعة)، التراب إللي بلون الدم إللي كان بيتفرد على النعش بتاع ماما، الأنسجة البيضا بتاعت الجذور إللي إتخلطت بالتراب، وناس كمان، وأصوات، والقرية، والإنتظار قدام قهوة، وشخير الموتور إللي مش بيبطل، وفرحتي لما الأوتوبيس دخل عش النور بتاع مدينة الجزاير، ولما فكرت إني هادخل السرير وهانام لمدة إتناشر ساعة
// ,الفصل التاني
